"url","description","name","Herkunftsland","Anbauregion","Weingut","Produktkategorie","Qualitätsstufe","Cuvee","Geschmacksrichtung","Farbnuance","Flaschengröße","Alkoholgehalt","Restzucker","Säure","Trinktemperatur","Passende Speisen","Hinweis auf Allergene","Auszeichnungen","Hersteller"
"https://www.vindor.de/2020er-tenuta-sette-ponti-orma-igt-toscana","Ein Super-Tuscan der Extraklasse. Das meint auch der Weinwisser ,  gibt 18 Puntke und schreibt: ""Der Orma 2020 der Familie Moretti Cuseri besteht zur Hälfte aus Merlot mit 30 % Cabernet Sauvignon und 20 % Cabernet Franc. Wie üblich bringt der Orma mit 15 vol % eine gehörige Portion Gewicht mit sich, was in einer massiven, dunklen Farbe resultiert. Satt im Geruch und dabei weniger likörig als sonst, besitzt der Orma 2020 mehr Frische und auch die Fruchtaromen wirken klarer, mit frischen Kräutern untermalt, kernig und beerig-kirschig orientiert. Zunächst rund und saftig-schmelzig auf der Zunge, wirken die kraftvollen Gerbstoffe dann noch ein wenig roh, mit gläsern-stahliger Struktur.""  -  James Suckling gibt 97 Punkte und meint: ""Tobacco, sage and rosemary come through nicely, together with redcurrants and cassis. Full-bodied, yet polished, with a solid and dense center-palate. Tight at the end now, but will open nicely.""  -  Robert Parker zeichnet den Wein mit 94 Punkten aus: ""The Orma 2020 is richly concentrated and midnight black in appearance. It presents considerable intensity in terms of its ink-like flavors of wild plum, blackberry confit, dark spice and cured tobacco. The wine wraps heavily over the palate, imparting lots of important textural richness along the way. You are best off serving a wine of this depth and magnitude with a classic T-bone cut bistecca alla fiorentina.""","2020er Tenuta Sette Ponti, Orma, IGT Toscana","Italien","Toskana","Tenuta Sette Ponti Orma","Rotwein","IGT Toscana","50% Merlot 30% Cabernet Sauvignon 20% Cabernet Franc","trocken","tiefes Dunkelrot","0,75 l","15 %","1,8 g/l","5,8 g/l","16-18 °C","Genusswein zu festlichen Anläsen und feinen Speisen.","enthält Sulfite","Falstaff 96 Punkte,                                                                                                                                                                                 Decanter 96,                                                                                                                                                                                 Luca Maroni: 96 Punkte,                                                                                                                                                                                 Bibenda: 5 Trauben ,                                                                                                                                                                                 WEINWISSER 18,                                                                                                                                                                                 Gambero Rosso 3 Gläser,                                                                                                                                                                                 Robert Parker 94","Orma S.R.L. , 57022 Castagneto Carducci (LI), Italien"
"https://www.vindor.de/2021-riesling-grosses-gewaechs-rosenberg-terrassen","Die Spitze des Weinjahrgangs 2021.","2021 Riesling Großes Gewächs ""Rosenberg-Terrassen""","Deutschland","Mosel","Weingut Viermorgenhof","Weißwein","Großes Gewächs",,"trocken","intensives Gelb","0,75 l","12,5 %","8,0 g/l","7,0 g/l","8-12 °C","hochwertige Speisen","enthält Sulfite",,"Weingut Viermorgenhof"
"https://www.vindor.de/albino-armani-lugana-doc-lugana","Leidenschaft und Hingabe kennzeichnen diesen Spitzenlugana von Armani, dessen Name seit über 400 Jahren für höchste Qualitiät steht. Die Geschichte von Lugana ist eng mit dem südlichen Teil des Gardasees verbunden, der glücklicherweise von einer leichten, aber konstanten Brise beeinflusst wird. Die Weinberge, die auf den Böden in Ufernähe wachsen, ernähren sich von mineralischen Substanzen, die die Turbiana-Traube mit einzigartigen Eigenschaften bereichern. Strohgelbe Farbe. In der Nase bietet er frische Düfte von Zitrusfrüchten und aromatischen Kräutern wie Salbei und Minze. Am Gaumen ist er schmackhaft und gut strukturiert, getragen von einer lebendigen Säure und einer faszinierenden Würze. Vielfach prämierter Wein, der Sie verzaubern wird.","Albino Armani, Lugana, DOC Lugana","Italien","Lugana","Albino Armani","Weißwein","DOC",,"trocken","strahlendes Strohgelb","0,75 l","13,5 %","4,0 g/l","5,3 g/l","8-10 °C","Der Wein wird sehr als Aperitif geschätzt. Er passt perfekt zu Fischgerichten, insbesondere zu Süßwasserfischen wie dem traditionellen ""Lavarello"" oder der Forelle aus dem Gardasee.","enthält Sulfite","James Suckling 91","Cantina Vini Armani ,  Località Ceradello, Via Ceradello 401, IT-37020 Dolcè - Italien"
"https://www.vindor.de/albino-armani-pinot-grigio-friuli-grave-doc-friuli","Leidenschaft und Hingabe kennzeichnen diesen hochklassigen Pinot Grigio von Armani, dessen Name seit über 400 Jahren für höchste Qualitiät steht. Wunderbares, intensives und charakteristisches Bukett das an Birnen und reife Äpfel erinnert und sich mit Düften von trockenem Heu und gerösteten Mandeln entfaltet. Am Gaumen ist er frisch und mineralisch, genau wie das Land, aus dem er stammt.","Albino Armani, Pinot Grigio Friuli Grave, DOC Friuli","Italien","Friaul","Albino Armani","Weißwein","DOC",,"trocken","strahlendes Strohgelb","0,75 l","12,5 %","2,7 g/l","5,3 g/l","8-10 °C",,"enthält Sulfite",,"Cantina Vini Armani ,  Località Ceradello, Via Ceradello 401, IT-37020 Dolcè - Italien"
"https://www.vindor.de/alma-cersius-in-vino-erotico-coteaux-du-beziers-igp","In Vino Erotico ist als ein emotionaler Wein zu erleben. Das Ergebnis langer Überlegungen und Verkostungen mit der genauen Vorstellung, einen Wein zu kreieren, der Sinnlichkeit, Aromatik, Verzauberung und eine knackige Struktur hervorbringt. Wein ist eine Welt der Empfindungen. Um diese zu befriedigen, wurde In Vino Erotico geschaffen. Die Weinerzeugung erfolgt aus speziell hierfür ausgewählten Weinparzellen mit filigranen Eigenschaften, in Verbindung mit der Kunst der Assemblage. Französischer Rotwein aus 3 sorgfältig ausgewählten Rebsorten Syrah (50%), Merlot (25%) und Cabernet Sauvignon (25%). 20% der Cuvée reift 6 Monate in Barriques. Schöne rubinrote und brillante Farbe mit violetten Reflexen. Duftet intensiv nach Veilchen, Johannisbeeren und Himbeeren mit subtilen Gewürznoten. Am Gaumen überaus geschmeidig und substanzreich. Gut strukturiert mit feinen Holznuancen. Lang anhaltender Geschmack, trotzdem frisch und fruchtig. Ein „Zauberwein“ mit wunderschönen Aromen, der in jedem Jahrgang viefach prämiert wird. Ideal zu gegrilltem Rotfleisch, Wildfleisch, Ragout und Käse.","Alma Cersius, In Vino Erotico, Côteaux du Beziers IGP","Frankreich","Coteaux du Beziers","Les Vignerons de Cers Portiragnes","Rotwein","Vin de Pays","Cabernet Sauvignon, Merlot, Syrah","trocken","tiefrot","0,75 l","13,5 %","0,5 g/l","3,0 g/l","16-18 °C","ideal zu allen Fleisch- und Geflügelgerichten, auch Steaks und Gegrilltem","enthält Sulfite","Paris Goldmedaille","Cave de Cers Portiragnes, 3, rue des vignerons - F 34420 CERS - Frankreich"
"https://www.vindor.de/alma-cersius-in-vino-erotico-coteaux-du-beziers-igp?number=20010648","In Vino Erotico ist als ein emotionaler Wein zu erleben. Das Ergebnis langer Überlegungen und Verkostungen mit der genauen Vorstellung, einen Wein zu kreieren, der Sinnlichkeit, Aromatik, Verzauberung und eine knackige Struktur hervorbringt. Wein ist eine Welt der Empfindungen. Um diese zu befriedigen, wurde In Vino Erotico geschaffen. Die Weinerzeugung erfolgt aus speziell hierfür ausgewählten Weinparzellen mit filigranen Eigenschaften, in Verbindung mit der Kunst der Assemblage. Französischer Rotwein aus 3 sorgfältig ausgewählten Rebsorten Syrah (50%), Merlot (25%) und Cabernet Sauvignon (25%). 20% der Cuvée reift 6 Monate in Barriques. Schöne rubinrote und brillante Farbe mit violetten Reflexen. Duftet intensiv nach Veilchen, Johannisbeeren und Himbeeren mit subtilen Gewürznoten. Am Gaumen überaus geschmeidig und substanzreich. Gut strukturiert mit feinen Holznuancen. Lang anhaltender Geschmack, trotzdem frisch und fruchtig. Ein „Zauberwein“ mit wunderschönen Aromen, der in jedem Jahrgang viefach prämiert wird. Ideal zu gegrilltem Rotfleisch, Wildfleisch, Ragout und Käse.","Alma Cersius, In Vino Erotico, Côteaux du Beziers IGP","Frankreich","Coteaux du Beziers","Les Vignerons de Cers Portiragnes","Rotwein","Vin de Pays","Cabernet Sauvignon, Merlot, Syrah","trocken","tiefrot","0,75 l","13,5 %","0,5 g/l","3,0 g/l","16-18 °C","ideal zu allen Fleisch- und Geflügelgerichten, auch Steaks und Gegrilltem","enthält Sulfite","Paris Goldmedaille","Cave de Cers Portiragnes, 3, rue des vignerons - F 34420 CERS - Frankreich"
"https://www.vindor.de/anwilka-stellenbosch","René Gabriel hat Anwilka verkostet und war offensichtlich begeistert, er schreibt: „...Dunkles Rubin-Granat. Wuchtiges Bouquet, zu Kopf steigend, ausladend, mit viel reifen pflaumen, Nussnoten, Schokolade, zarter Eukalyptushauch, kalter Rauch und Brombeerstauden. Im Gaumen - sehr cremig, fein saftig, tolle, blau- bis schwarzbeerigie Aromatik ausstrahlend, viel reifes Cassis, sensationelles Finale. Ein großartiges Debut eines höchst bemerkenswerten „französischen“ Rotweins vom Kap"". - Robert Parker jun. « ........einer der besten Rotweine, die ich je aus Südafrika probiert habe….“ - Der 2005er gilt inzwschen als echte Rarität und ist nur noch selten zu finden. Wir haben noch eine kleine Menge - greifen Sie zu !","Anwilka, Stellenbosch","Südafrika","Stellenbosch","Anwilka/Klein Konstantina","Rotwein",,"63% Cabernet, 37% Syrah","trocken","rubinrot","0,75 l","14,5 %","2,9 g/l","3,8 g/l","16-18 °C","ideal zu Rind, Schwein, Aufläufen, kräftigem Käse - zu festlichen Anlässen.","enthält Sulfite","James Juckling 92,                                                                                                                                                                                 Wine Spectator 90 Punkte","Anwillka / Klein Constantia, Klein Constantia Rd, Constantia - Cape Town, 7848, South Africa"
"https://www.vindor.de/aperitivo-sprizz-premiumqualitaet-aromatisiertes-weinhaltiges-getraenk","So schmeckt Urlaub in Italien zu Hause. Genießen Sie die DEN italienischen Secco-Klassicer in Premium-Qualität als trinkfertigen Cocktail und erleben prickelnde mediterrane Lebensfreude. Trockene italienische Weine der Sorte Trebbiano, kombiniert mit den herben Aromen von Bitterorange und fein verperlt zu einem erfrischenden Cocktail. Unglaublich nah am Original, wie wir meinen. Servieren Sie ihn gut gekühlt mit einigen Eiswürfeln und einer Orangenscheibe. Überzeugen Sie sich selbst und mixen Sie ab sofort nicht mehr selbst.","Aperitivo Sprizz - Premiumqualität (aromatisiertes, weinhaltiges Getränk)","Deutschland",,"Vom Feinsten","Sekt & Champagner,                                                                                                                                                                                 Weincocktail",,,,"strahlendes Orange","0,75 l","9,5 %",,,"eiskalt","Zu jeder Gelegenheit gut gekühlt mit einigen Eiswürfeln und einer Orangenschale.","enthält Sulfite",,"Vom Feinsten, Friedrich Klocke - Vogelparadies 2 - Porta Westfalica – Germany"
"https://www.vindor.de/artuke-bodegas-y-vinedos-artuke-tinto-doca-rioja","Verführerischer Ausnahmerioja vom Spitzenwinzer, der (noch) als Geheimtip gilt. Strahlend purpurrote Farbe mit violetten Reflexen. Seine intensiven, jugendlichen und fruchtig-frischen Aromen erinnern an Erdbeeren, Himbeeren, Brombeeren, rote Johannisbeeren und Sauerkirschen. Dazu gesellen sich Vanille, Kakao und Sahnebonbons. Am Gaumen wirkt er konzentriert, balanciert und säurebetont. Die Tannine sind angenehm weich und der Nachhall ungewöhnlich lang. Vielfach prämiert in jedem Jahrgang. Ein Wein für Fans von Rioja-Weinen.","Artuke Bodegas y Vinedos, Artuke Tinto, DOCa Rioja","Spanien","Rioja","Artuke Bodegas y Vinedos","Rotwein","DOCa","Tempranillo 95 %, Viura 5 %","trocken","purpurrot","0,75 l","13,5 %",,,"16-18 °C","ideal zu Fleischgereichen vom Schwein, Rind, auch vom Grill, zu Tapas und Käse","enthält Sulfite","Robert Parker 91+","Artuke Bodegas y Vinedos, C/Mayor 2 - 01307 Banos de Ebro (Alava) - Spanien"
"https://www.vindor.de/asio-otus-rosato-vino-varietale-d-italia","Magisch-mysteriös und verführerisch! Moderner, unkomplizierter Weingenuss der Freude macht. Ein Weinstil, der aktuell voll im Trend liegt. Die harmonische Assemblage der Rebsorten  Negroamaro, Merlot und Sangiovese ergibt  einen verführerischen, samtig-fruchtigen, spritzigen, runden, eleganten und harmonischen Wein mit Aromen von schwarzer Kirsche und wilden Veilchen. Opulente Fruchtaromen treffen auf italiensches Temprament. Der Name des Asio Otus stammt aus dem Lateinischen und bedeutet wörtlich übersetzt Waldohreule.","Asio Otus Rosato Vino Varietale d´Italia","Italien","Süditalien","MGM Mondo del Vino","Roséwein",,"Negroamaro, Merlot, Sangiovese","trocken","helles Pink","0,75 l","12 %","6,9 g/l","5,9 g/l","6-8 °C","Sommerliche Salate, gegrilltes Gemüse, Caprese, Meeresfrüchte.","enthält Sulfite",,"MGM Mondo del Vino, via C. Seganti 73/F - 47121 Forlì - Italy"
"https://www.vindor.de/asio-otus-rosso-vino-varietale-d-italia","Moderner, unkomplizierter Weingenuss der Freude macht und ein Weinstil, der aktuell voll im Trend liegt! Die harmonische Assemblage der Rebsorten Merlot, Cabernet und Shiraz ergibt einen körperreichen und ausgeprägt würzigen Wein. Opulente Fruchtaromen treffen auf eine kräftige Würze, die im Nachhall mit einer sehr harmonischen Fruchtsüße ihren Höhepunkt findet. Der Name des Asio Otus - Vino Varietale d'Italia von Mondo del Vino stammt aus dem Lateinischen und bedeutet wörtlich übersetzt Waldohreule.","Asio Otus Rosso, Vino Varietale d´Italia","Italien","Süditalien","MGM Mondo del Vino","Rotwein",,"Cabernet, Merlot, Syrah","halbtrocken","dunkelrot","0,75 l","13 % 2","17,0 g/l","5,1 g/l","14-16 °C","zu allerlei Fleischgerichten, Aufläufen und Käsesorten - zu allen Gelegenheiten","enthält Sulfite","Mundus Vini Silbermedaille","MGM Mondo del Vino, via C. Seganti 73/F - 47121 Forlì - Italy"
"https://www.vindor.de/baglio-normanno-terre-siciliane-nero-d-avola-igp-sicilia","Baglio Normanno - Premiumwein aus Sizilien -   strahlend rot in der Farbe, mit Noten von Kirsche und Pflaume in der Nase; gut ausgeglichen im Gaumen, mit Anklänge von roten Beeren. Ideal zu gebratenem Fleisch und Fisch.
Die 3tägige kühle Mazeration erlaubt die Extraktion von Farbe und von süßen und delikaten Tanninen . Nach der malolaktischen Gärung bei Temperaturkontrolle wird der Wein 8 Monate lang, teils in Fässern aus französischem Holz, ausgebaut. Anschließend wird  er wird schonend filtriert und abgefüllt.","Baglio Normanno, Terre Siciliane Nero d' Avola, IGP Sicilia","Italien","Sizilien","San Rocco","Rotwein","IGP Sicilia",,"trocken","rot","0,75 l","14 %","2,3 g/l","5,3 g/l","18 °C","Kräftige Gerichte von Schwein und Rind, Braten in dunklen Soßen, gegrilltes Fleisch, milde Käsesorten","enthält Sulfite",,"Baglio Normanno, San Rocco - Via G. a Prato 16/18 - 38100 Trento - Italy"
"https://www.vindor.de/baglio-normanno-terre-siciliane-nero-d-avola-igp-sicilia?number=10055002","Baglio Normanno - Premiumwein aus Sizilien -   strahlend rot in der Farbe, mit Noten von Kirsche und Pflaume in der Nase; gut ausgeglichen im Gaumen, mit Anklänge von roten Beeren. Ideal zu gebratenem Fleisch und Fisch.
Die 3tägige kühle Mazeration erlaubt die Extraktion von Farbe und von süßen und delikaten Tanninen . Nach der malolaktischen Gärung bei Temperaturkontrolle wird der Wein 8 Monate lang, teils in Fässern aus französischem Holz, ausgebaut. Anschließend wird  er wird schonend filtriert und abgefüllt.","Baglio Normanno, Terre Siciliane Nero d' Avola, IGP Sicilia","Italien","Sizilien","San Rocco","Rotwein","IGP Sicilia",,"trocken","rot","0,75 l","14 %","2,3 g/l","5,3 g/l","18 °C","Kräftige Gerichte von Schwein und Rind, Braten in dunklen Soßen, gegrilltes Fleisch, milde Käsesorten","enthält Sulfite",,"Baglio Normanno, San Rocco - Via G. a Prato 16/18 - 38100 Trento - Italy"
"https://www.vindor.de/barolo-serre-dei-roveri-docg-piemont","DER erschwingliche GIGANT !
 
Der Barolo Terre dei Roveri aus einer der besten Weinbaugebiete der Welt, dem Piemont,  ist ein weicher, relativ feingliedriger und trinkfertiger Wein. Unendlich duftige Komplexität, reife rote und schwarze Früchte, Anklänge an Rosen und Veilchen, würzig-pfeffrige Nuancen und ein Hauch von Süßholz. Die Tannine sind samtig-weich und warm.
Prämierungen: Mundus Vini Gold für Jahrgang 2008","Barolo, Serre dei Roveri, DOCG Piemont","Italien","Piemont","Sartirano Figli","Rotwein","DOCG",,"trocken","rubinrot","0,75 l","14,5 %","1,0 g/l","5,7 g/l","18 °C","Perfekt zu Wild- und Kalbsbraten, Filet und Grillfleisch sowie zu reifen Käsesorten","enthält Sulfite",,"Sartirano Figli, 54 Via Bernardina - Narzole -CN 12068 - Italien"
"https://www.vindor.de/baron-de-ladoucette-ac-pouilly-fume","Strohgelb mit grünlichen Reflexen. In der Nase dominieren roter Pfirsich und Akazienblütenhonig. Die bemerkenswerte Frische ist gepaart mit einer belebenden Säure. Dieser körperreiche Wein zeichnet sich durch Fülle, Biss und Eleganz aus. Einer der berühmtesten Klassiker der Loire. Der Wein gewinnt mit zunehmender Reife an Klasse und sehr lagerfähig.","Baron de Ladoucette, AC Pouilly Fumé","Frankreich","Pouilly Fumé","Château du Nozet des Baron de Ladoucette","Weißwein","AC Pouilly Fumé",,"trocken","gelb mit grünlichen Reflexen","0,75 l","13,5 %",,,"8-10 °C","Edelfisch, überbackener Ziegenkäse","enthält Sulfite",,"Château du Nozet des Baron de Ladoucette, 42, Avenue Victor Hugo, FR 75116 Paris"
"https://www.vindor.de/baron-ladoucette-baron-de-l-ac-pouilly-fume","Strohgelb mit grünlichen Reflexen. In der Nase roter Pfirsich und ein vielschichtiger Duft nach Pampelmuse und weißer Holunderblüte. Im Geschmack dominiert die reife Frucht und mineralische Nervigkeit. Die kräftigen und komplexen Aromen lassen an reife Trauben und exotische Früchte denken. Der herausragende Repräsentant seiner Appellation legt Baron de L die Meßlatte für seine Nachahmer sehr hoch.","Baron Ladoucette, Baron de L, AC Pouilly Fumé","Frankreich","Pouilly Fumé","Château du Nozet des Baron de Ladoucette","Weißwein","AC Pouilly Fumé",,"trocken","gelb mit grünlichen Reflexen","0,75 l","12,5 %",,,"8-10 °C","Wildgeflügel, Edelfisch, Crevetten, Langusten und Hummer.","enthält Sulfite",,"Château du Nozet des Baron de Ladoucette, 42, Avenue Victor Hugo, FR 75116 Paris"
"https://www.vindor.de/baron-ladoucette-sancerre-comte-lafond-ac-sancerre","Komplexe Nase nach rotem Pfirsich, Holunderblüten und Zitrus. Am Gaumen dominieren Aromen von Mango und Litchi und intensive mineralische Töne. Der Wein zeichnet sich durch eine perfekte Ausgewogenheit zwischen der lebhaften Säure und dem abgerundeten, fruchtigen Geschmack aus. Ein Klassiker, der jedes Jahr zu überzeugen weiß.","Baron Ladoucette, Sancerre Comte Lafond, AC Sancerre","Frankreich","Sancerre","Château du Nozet des Baron de Ladoucette","Weißwein","AC Sancerre",,"trocken",,"0,75 l","12,5 %",,,"8-10 °C","Meeresfrüchte, edlem Käse","enthält Sulfite",,"Château du Nozet des Baron de Ladoucette, 42, Avenue Victor Hugo, FR 75116 Paris"
"https://www.vindor.de/barone-montalto-ammasso-rosso-terre-siciliane-igt-sicilia","Spektakulärer Rotwein, der nach dem ""Passito-Verfahren"" vinifiziert wird. Hierbei werden getrocknete Trauben vergoren. Der Wein gewinnt hierdurch an Opulenz. Der anschließende achtmonatige Ausbau im Barrique macht den AMMOSSO zu einem wirklich überzeugenden, spektakulären Wein. Die intensive Aromen dunkler Beeren, schwarzer Schokolade, Rosinen, getrockneten Pflaumen und frischerrote Blüten erfeuen die Nase. Am Gaumen ungemein sanft, weich und fein mineralisch, dabei sehr kraftvoll. Auszeichnung: Mundus Vini GOLD 2015 für 2013er","Barone Montalto, Ammasso Rosso Terre Siciliane, IGT Sicilia","Italien","Sizilien","Barone Montalto","Rotwein","IGT / IGP","Cabernet Sauvignon, Merlot, Nerello Mascalese, Nero d'Avola","trocken","purpurrot","0,75 l","14 %","7,5 g/l","5,1 g/l","14-16 °C","Entenkeule mit Lebkuchenkruste an Orangensoße mit Couscous, Geflügelspieße","enthält Sulfite",,"Barone Montalto, Via Carlo Seganti, 73, Forlì FC - Italien"
"https://www.vindor.de/bbq-best-bordeaux-quality-ac-bordeaux","Lecker BBQ mit Bordeaux - auf jeden Fall ! Mit diesem Wein kommt nicht nur neuer Schwung in das Bordeaux-Segment, sondern ist ebenfalls der ideale Begleiter für ein BBQ oder Wintergrillen. Modern, unkompliziert und doch klassisch-unverkennbar kommt dieser wunderbare Rote aus bestem Bordeaux Rebgut daher. Sehr harmonisch, konzentriert fruchtig, ohne süß zu wirken, und mit feinen aber reifen und würzigen Tanninen.","BBQ Best Bordeaux Quality, AC Bordeaux","Frankreich","Bordeaux","Yvon Mau","Rotwein","AC Bordeaux","80% Merlot , 20 Cabernet Sauvignon","trocken","rubinrot","0,75 l","12,5 %","2,0 g/l","2,9 g/l","16-18 °C","DER Ideale Wein zum Barbecue, Geschmorte Lammkeule, Rinderbraten, Kalbgeschnetzeltes, Burger, Käse - und zu allen Gelegenheiten.","enthält Sulfite",,"Yvon Mau, Rue André Dupuy-Chauvin - La Reole-Cedex - France"
"https://www.vindor.de/bidoli-pinot-grigio-doc-friuli-grave","Das Weingut von Margherita & Arrigo Bidoli ist berühmt für seine extrem fruchtbetonten Weine von eleganter Stilistik. Der Pinot Grigio überzeugt durch frische Zitrusfrüchte, Pfirsich, Aprikose und Melone. Sie lassen diesen wunderbaren Weißwein wie einen weichen Früchtecocktail dastehen.","Bidoli, Pinot Grigio, DOC Friuli Grave","Italien","Friuli Grave","Margherita & Arrigo Bidoli","Weißwein","DOC",,"trocken","helles Gelb mit grünlichen Reflexen","0,75 l","13 %","4,5 g/l","5,0 g/l","8-10 °C","Zucchinischaumsüppchen, Lachsrolle mit Spinat und Frischkäse, Geflügelspieße","enthält Sulfite",,"Bidoli Vini , 19 Via Fornaci De Mezzo - 33030 Rive D'arcano - Italien"
"https://www.vindor.de/bidoli-sauvignon-blanc-doc-friuli-grave","Der Sauvignon Blanc aus dem Friaul gilt als einer der Besten weltweit, da er in diesem Anbaugebiet beste Bedingungen vorfindet. Das Weingut von Margherita & Arrigo Bidoli ist berühmt für seine extrem fruchtbetonten Weine von eleganter Stilistik. So auch hier, eine wunderbare Aromenvielfalt von Litschi, Limette und Steinobst, Maracuja und Fenchel. Im Geschmack pur, fruchtig und mineralisch.","Bidoli, Sauvignon Blanc, DOC Friuli Grave","Italien","Friuli Grave","Margherita & Arrigo Bidoli","Weißwein","DOC",,"trocken","helles Gelb mit grünlichen Reflexen","0,75 l","12 %","4,5 g/l","6,3 g/l","8-10 °C","Austern, Hummer, Schalentiere und feine Fischgerichte.","enthält Sulfite",,"Bidoli Vini , 19 Via Fornaci De Mezzo - 33030 Rive D'arcano - Italien"
"https://www.vindor.de/biscardo-neropasso-rosso-veneto-igt","Unkomplizierter, dabei anspruchsvoller Weingenuss, der keine Wünsche offen lässt. Durch seine intensive, rubinrote Farbe und sein feinwürziges Bouquet überzeugt dieser Wein mit jedem Schluck. Aromen von schwarzen Kirschen und Pflaumenkompott erfreut den Gaumen. Fein und seidig am Gaumen, mit lieblichen Tanninen im Abgang.
Ein Teil der Trauben für diesen Wein wird getrocknet bevor die Trauben gepresst werden. Diese Methode wird die „Appassimento“-Methode genannt. Appassimento ist eine Bezeichnung für Weine, die aus getrockneten Weintrauben erzeugt werden. Nach der Ernte werden die Trauben selektiert und einige Wochen oder Monate auf Holzgestellen in gut belüfteten Dachböden oder unter freiem Himmel ausgelegt bzw. aufgehängt. Durch das Trocknen verlieren die Beeren Wasser und erreichen eine höhere Zucker- und Aromen-Konzentration. Dies gibt seinen Weinen so nicht nur Kraft, sondern auch Eleganz, Komplexität und Persönlichkeit.","Biscardo Neropasso Rosso, Veneto IGT","Italien","Veneto","Biscardo Vini","Rotwein","IGT / IGP","Corvina, Merlot, Cabernet Sauvignon","halbtrocken","dunkles Rubinrot","0,75 l","13,5 %","14,6 g/l","5,45 g/l","16-18 °C","würzige Pasteten, Braten in dunklen Saucen, feine Nudelgerichte, mittelreifer Hartkäse","enthält Sulfite",,"MABIS s.r.l, Via Avv. Ceola, 20 - 37047 San Bonifacio, Italien"
"https://www.vindor.de/bodega-classica-hacienda-lopez-de-haro-crianza-doca-rioja","Rioja im Retro-Style aber keineswegs altmodisch, ganz im Gegenteil. Diese Crianza zeigt sich klassich und überzeugt den Liebhaber der Rioja Weine sofort. Ein Rotwein mit reifer roter Frucht, Blüten und einem Hauch Leder. Am Gaumen unglaublich weich, elegant und sehr zugänglich. Gekonnt sind Frucht und Holznoten harmonisch vereint.
Robert Parker (The Wine Advocate): 91/100 Punkte für Jahrgang 2010","Bodega Classica, Hacienda López de Haro Crianza , DOCa Rioja","Spanien","Rioja","Bodega Classica","Rotwein","D.O. Crianza","Tempranillo, Graciano, Garnacha","trocken","granatrot","0,75 l","13,5 %","2,2 g/l","4,6 g/l","16-18 °C","Tapas, Chorizo, Fleischspieße, Gegrilltes, Käse und zu allen Gelegenheiten","enthält Sulfite",,"Bodega Classica, Calle General Varela, 0 - ES 26338 San Vicente de la Sonsierra, La Rioja"
"https://www.vindor.de/bodega-ribas-negre-vi-de-la-terra-mallorca","Ein Wein, in dem die spezifischen Sortenaromen der alten mallorquinischen Rebe Manto Negro, wie die von roten frischen Früchten wie Brombeeren oder Erdbeeren, die Mineralität und auch feine Gewürznoten deutlich feststellbar sind.  Das ausgeglichene Bukett mit dem frischen Fruchtaroma erscheint erneut mit einer angenehmen Nachhaltigkeit am Gaumen. Ein Teil des Weins wird in gebrauchten, nicht mehr ganz so aromaintensiven Barriquefässern ausgebaut. Die Kombination dieses im Barrique abgerundeten Weins mit der übrigen, in Edelstahltanks ausgebauten Partie intensiviert das Potenzial der Primäraromen. Das Resultat ist ein unvergleichliches, ganz ursprüngliches Stück Mallorca.  Ribas - eine Perle in unserem Sortiment-Weine der Extraklasse!","Bodega Ribas Negre, Vi de la Terra Mallorca","Spanien","Vi de la Terra Illes Baleares","Bodegas Ribas","Rotwein",,"50% Manto Negro, 20% Cabernet Sauvignon, 15% Syrah, 10% Merlot, 5% Callet","trocken","granatrot","0,75 l","14 %","2,8 g/l","4,9 g/l","16-18 °C","Schmorgerichte, kurzgebratene Tournedos vom Rind, Enentbrust, Wild","enthält Sulfite",,"Bodegas Ribas, C/Montana,2 - Finca Can Ribas - E 07330 Consell-Mallorca"
"https://www.vindor.de/bodega-ribas-rosat-vi-de-la-terra-mallorca-limitiert-verfuegbar","Geheimtip der Insel - ein Traum in Rosa, der in den letzen Jahren immer besser geworden ist, wie alle Weine der Bodega ! Ein Charakterwein mit wunderbar aromatische Noten von tropischen (Papaya) und roten Früchten (Kirsche und Himbeere). Mild, saftig-erfrischend und lecker. Ein echtes Meisterwerk aus der ätesten Bodega Mallorcas. Der Wein wird zu 100% aus einheimischen, mallorquinischen  Rebsorten gekeltert, die von ihrem Charakter her sehr mild und weich ist. Seine lebendige Frische ist wundervoll. Traubenlese und Selektion erfolgen ausschließlich von Hand Ribas - eine Perle in unserem Sortiment-Weine der Extraklasse! --limitiert verfügbar--","Bodega Ribas Rosat, Vi de la Terra Mallorca --limitiert verfügbar--","Spanien","Vi de la Terra Illes Baleares","Bodegas Ribas","Roséwein","VDT/IGP","Mantonegro, Gargollassa, Callet","trocken","Klares und brilliantes Hellgoldrosa","0,75 l","13,5 %","2,6 g/l","3,2 g/l","8-10 °C","Sommersalate, gegrillter & gebratener Fisch, Fleisch","enthält Sulfite",,"Bodegas Ribas, C/Montana,2 - Finca Can Ribas - E 07330 Consell-Mallorca"
